draw,repeats,neighbors,max_zone,date,rolling_repeats,rolling_neighbors,rolling_max_zone
106000030,0,1,4,2017-02-04,0.4,1.1,3.1
106000031,0,2,2,2017-02-06,0.3,1.2,3.1
106000032,1,1,3,2017-02-07,0.3,1.3,3.1
106000033,2,0,2,2017-02-08,0.5,1.1,2.9
106000034,1,1,2,2017-02-09,0.6,1.1,2.8
106000035,1,0,2,2017-02-10,0.6,0.9,2.7
106000036,1,0,4,2017-02-11,0.6,0.8,2.7
106000037,2,1,3,2017-02-13,0.8,0.7,2.7
106000038,1,4,3,2017-02-14,0.9,1.1,2.8
106000039,1,0,3,2017-02-15,1.0,1.0,2.8
106000040,0,0,2,2017-02-16,1.0,0.9,2.6
106000041,1,1,3,2017-02-17,1.1,0.8,2.7
106000042,0,1,3,2017-02-18,1.0,0.8,2.7
106000043,0,1,2,2017-02-20,0.8,0.9,2.7
106000044,0,2,3,2017-02-21,0.7,1.0,2.8
106000045,0,1,2,2017-02-22,0.6,1.1,2.8
106000046,0,2,3,2017-02-23,0.5,1.3,2.7
106000047,1,0,4,2017-02-24,0.4,1.2,2.8
106000048,0,1,3,2017-02-25,0.3,0.9,2.8
106000049,0,2,3,2017-02-27,0.2,1.1,2.8
106000050,1,0,3,2017-02-28,0.3,1.1,2.9
106000051,0,0,2,2017-03-01,0.2,1.0,2.8
106000052,1,1,3,2017-03-02,0.3,1.0,2.8
106000053,0,2,3,2017-03-03,0.3,1.1,2.9
106000054,0,1,2,2017-03-04,0.3,1.0,2.8
106000055,3,4,4,2017-03-06,0.6,1.3,3.0
106000056,1,2,3,2017-03-07,0.7,1.3,3.0
106000057,0,1,2,2017-03-08,0.6,1.4,2.8
106000058,0,2,2,2017-03-09,0.6,1.5,2.7
106000059,0,0,3,2017-03-10,0.6,1.3,2.7
106000060,0,0,2,2017-03-11,0.5,1.3,2.6
106000061,0,2,2,2017-03-13,0.5,1.5,2.6
106000062,1,3,2,2017-03-14,0.5,1.7,2.5
106000063,1,1,3,2017-03-15,0.6,1.6,2.5
106000064,0,2,3,2017-03-16,0.6,1.7,2.6
106000065,0,2,2,2017-03-17,0.3,1.5,2.4
106000066,1,1,3,2017-03-18,0.3,1.4,2.4
106000067,0,1,3,2017-03-20,0.3,1.4,2.5
106000068,0,0,3,2017-03-21,0.3,1.2,2.6
106000069,1,0,4,2017-03-22,0.4,1.2,2.7
106000070,0,2,3,2017-03-23,0.4,1.4,2.8
106000071,0,2,2,2017-03-24,0.4,1.4,2.8
106000072,1,0,4,2017-03-25,0.4,1.1,3.0
106000073,1,0,2,2017-03-27,0.4,1.0,2.9
106000074,1,1,2,2017-03-28,0.5,0.9,2.8
106000075,0,1,3,2017-03-29,0.5,0.8,2.9
106000076,0,2,2,2017-03-30,0.4,0.9,2.8
106000077,1,1,4,2017-03-31,0.5,0.9,2.9
106000078,0,1,2,2017-04-01,0.5,1.0,2.8
106000079,1,2,3,2017-04-03,0.5,1.2,2.7
106000080,0,1,3,2017-04-04,0.5,1.1,2.7
106000081,0,1,3,2017-04-05,0.5,1.0,2.8
106000082,0,1,2,2017-04-06,0.4,1.1,2.6
106000083,0,2,3,2017-04-07,0.3,1.3,2.7
106000084,0,2,3,2017-04-08,0.2,1.4,2.8
106000085,0,3,3,2017-04-10,0.2,1.6,2.8
106000086,1,1,3,2017-04-11,0.3,1.5,2.9
106000087,1,0,2,2017-04-12,0.3,1.4,2.7
106000088,0,1,4,2017-04-13,0.3,1.4,2.9
106000089,0,1,2,2017-04-14,0.2,1.3,2.8
106000090,1,1,4,2017-04-15,0.3,1.3,2.9
106000091,0,1,2,2017-04-17,0.3,1.3,2.8
106000092,0,2,2,2017-04-18,0.3,1.4,2.8
106000093,1,2,3,2017-04-19,0.4,1.4,2.8
106000094,1,2,3,2017-04-20,0.5,1.4,2.8
106000095,0,1,3,2017-04-21,0.5,1.2,2.8
106000096,0,2,2,2017-04-22,0.4,1.3,2.7
106000097,1,2,4,2017-04-24,0.4,1.5,2.9
106000098,0,0,3,2017-04-25,0.4,1.4,2.8
106000099,0,1,2,2017-04-26,0.4,1.4,2.8
106000100,0,0,3,2017-04-27,0.3,1.3,2.7
106000101,0,0,3,2017-04-28,0.3,1.2,2.8
106000102,2,3,2,2017-04-29,0.5,1.3,2.8
106000103,3,0,3,2017-05-01,0.7,1.1,2.8
106000104,2,0,2,2017-05-02,0.8,0.9,2.7
106000105,0,1,3,2017-05-03,0.8,0.9,2.7
106000106,1,1,3,2017-05-04,0.9,0.8,2.8
106000107,1,1,3,2017-05-05,0.9,0.7,2.7
106000108,0,1,2,2017-05-06,0.9,0.8,2.6
106000109,2,2,3,2017-05-08,1.1,0.9,2.7
106000110,0,0,2,2017-05-09,1.1,0.9,2.6
106000111,1,1,3,2017-05-10,1.2,1.0,2.6
106000112,1,4,2,2017-05-11,1.1,1.1,2.6
106000113,1,0,2,2017-05-12,0.9,1.1,2.5
106000114,1,3,2,2017-05-13,0.8,1.4,2.5
106000115,0,0,2,2017-05-15,0.8,1.3,2.4
106000116,0,0,3,2017-05-16,0.7,1.2,2.4
106000117,0,1,3,2017-05-17,0.6,1.2,2.4
106000118,0,0,3,2017-05-18,0.6,1.1,2.5
106000119,0,1,3,2017-05-19,0.4,1.0,2.5
106000120,1,1,3,2017-05-20,0.5,1.1,2.6
106000121,0,1,3,2017-05-22,0.4,1.1,2.6
106000122,2,0,2,2017-05-23,0.5,0.7,2.6
106000123,1,2,2,2017-05-24,0.5,0.9,2.6
106000124,1,1,3,2017-05-25,0.5,0.7,2.7
106000125,0,1,2,2017-05-26,0.5,0.8,2.7
106000126,1,2,3,2017-05-27,0.6,1.0,2.7
106000127,0,2,3,2017-05-29,0.6,1.1,2.7
106000128,0,2,2,2017-05-30,0.6,1.3,2.6
106000129,0,0,3,2017-05-31,0.6,1.2,2.6
106000130,0,2,2,2017-06-01,0.5,1.3,2.5
106000131,0,2,3,2017-06-02,0.5,1.4,2.5
106000132,0,2,3,2017-06-03,0.3,1.6,2.6
106000133,1,1,3,2017-06-05,0.3,1.5,2.7
106000134,0,2,2,2017-06-06,0.2,1.6,2.6
106000135,2,1,3,2017-06-07,0.4,1.6,2.7
106000136,1,1,4,2017-06-08,0.4,1.5,2.8
106000137,0,0,3,2017-06-09,0.4,1.3,2.8
106000138,0,0,3,2017-06-10,0.4,1.1,2.9
106000139,0,0,3,2017-06-12,0.4,1.1,2.9
106000140,1,1,3,2017-06-13,0.5,1.0,3.0
106000141,0,1,2,2017-06-14,0.5,0.9,2.9
106000142,1,2,2,2017-06-15,0.6,0.9,2.8
106000143,0,2,4,2017-06-16,0.5,1.0,2.9
106000144,1,0,3,2017-06-17,0.6,0.8,3.0
106000145,1,0,4,2017-06-19,0.5,0.7,3.1
106000146,1,2,3,2017-06-20,0.5,0.8,3.0
106000147,0,1,3,2017-06-21,0.5,0.9,3.0
106000148,1,1,3,2017-06-22,0.6,1.0,3.0
106000149,0,1,3,2017-06-23,0.6,1.1,3.0
106000150,2,2,2,2017-06-24,0.7,1.2,2.9
106000151,2,2,3,2017-06-26,0.9,1.3,3.0
106000152,1,0,4,2017-06-27,0.9,1.1,3.2
106000153,0,1,3,2017-06-28,0.9,1.0,3.1
106000154,0,0,3,2017-06-29,0.8,1.0,3.1
106000155,0,2,3,2017-06-30,0.7,1.2,3.0
106000156,0,0,3,2017-07-01,0.6,1.0,3.0
106000157,0,1,2,2017-07-03,0.6,1.0,2.9
106000158,1,2,2,2017-07-04,0.6,1.1,2.8
106000159,1,0,3,2017-07-05,0.7,1.0,2.8
106000160,0,0,3,2017-07-06,0.5,0.8,2.9
106000161,1,3,4,2017-07-07,0.4,0.9,3.0
106000162,0,2,3,2017-07-08,0.3,1.1,2.9
106000163,1,1,3,2017-07-10,0.4,1.1,2.9
106000164,1,4,3,2017-07-11,0.5,1.5,2.9
106000165,2,1,3,2017-07-12,0.7,1.4,2.9
106000166,1,2,2,2017-07-13,0.8,1.6,2.8
106000167,0,1,3,2017-07-14,0.8,1.6,2.9
106000168,1,2,2,2017-07-15,0.8,1.6,2.9
106000169,1,0,2,2017-07-17,0.8,1.6,2.8
106000170,0,2,3,2017-07-18,0.8,1.8,2.8
106000171,1,0,2,2017-07-19,0.8,1.5,2.6
106000172,0,2,2,2017-07-20,0.8,1.5,2.5
106000173,0,3,2,2017-07-21,0.7,1.7,2.4
106000174,0,1,2,2017-07-22,0.6,1.4,2.3
106000175,1,0,3,2017-07-24,0.5,1.3,2.3
106000176,2,1,3,2017-07-25,0.6,1.2,2.4
106000177,2,2,3,2017-07-26,0.8,1.3,2.4
106000178,1,1,2,2017-07-27,0.8,1.2,2.4
106000179,1,2,3,2017-07-28,0.8,1.4,2.5
106000180,0,1,3,2017-07-29,0.8,1.3,2.5
106000181,0,3,2,2017-07-31,0.7,1.6,2.5
106000182,2,1,3,2017-08-01,0.9,1.5,2.6
106000183,3,3,4,2017-08-02,1.2,1.5,2.8
106000184,0,0,5,2017-08-03,1.2,1.4,3.1
106000185,1,1,2,2017-08-04,1.2,1.5,3.0
106000186,0,0,2,2017-08-05,1.0,1.4,2.9
106000187,1,0,4,2017-08-07,0.9,1.2,3.0
106000188,0,1,2,2017-08-08,0.8,1.2,3.0
106000189,1,2,3,2017-08-09,0.8,1.2,3.0
106000190,1,0,3,2017-08-10,0.9,1.1,3.0
106000191,0,0,3,2017-08-11,0.9,0.8,3.1
106000192,3,1,2,2017-08-12,1.0,0.8,3.0
106000193,0,0,4,2017-08-14,0.7,0.5,3.0
106000194,0,3,2,2017-08-15,0.7,0.8,2.7
106000195,1,1,3,2017-08-16,0.7,0.8,2.8
106000196,0,3,2,2017-08-17,0.7,1.1,2.8
106000197,1,1,2,2017-08-18,0.7,1.2,2.6
106000198,1,2,2,2017-08-19,0.8,1.3,2.6
106000199,0,3,2,2017-08-21,0.7,1.4,2.5
106000200,1,3,3,2017-08-22,0.7,1.7,2.5
106000201,1,2,4,2017-08-23,0.8,1.9,2.6
106000202,2,4,4,2017-08-24,0.7,2.2,2.8
106000203,1,1,3,2017-08-25,0.8,2.3,2.7
106000204,0,2,3,2017-08-26,0.8,2.2,2.8
106000205,0,3,2,2017-08-28,0.7,2.4,2.7
106000206,0,0,2,2017-08-29,0.7,2.1,2.7
106000207,3,1,2,2017-08-30,0.9,2.1,2.7
106000208,2,1,3,2017-08-31,1.0,2.0,2.8
106000209,0,0,4,2017-09-01,1.0,1.7,3.0
106000210,1,2,2,2017-09-02,1.0,1.6,2.9
106000211,0,1,3,2017-09-04,0.9,1.5,2.8
106000212,1,1,3,2017-09-05,0.8,1.2,2.7
106000213,1,3,3,2017-09-06,0.8,1.4,2.7
106000214,0,1,3,2017-09-07,0.8,1.3,2.7
106000215,0,0,2,2017-09-08,0.8,1.0,2.7
106000216,1,0,3,2017-09-09,0.9,1.0,2.8
106000217,0,1,2,2017-09-11,0.6,1.0,2.8
106000218,1,0,3,2017-09-12,0.5,0.9,2.8
106000219,0,1,4,2017-09-13,0.5,1.0,2.8
106000220,1,2,3,2017-09-14,0.5,1.0,2.9
106000221,0,0,3,2017-09-15,0.5,0.9,2.9
106000222,3,0,2,2017-09-16,0.7,0.8,2.8
106000223,0,2,3,2017-09-18,0.6,0.7,2.8
106000224,0,2,4,2017-09-19,0.6,0.8,2.9
106000225,1,1,2,2017-09-20,0.7,0.9,2.9
106000226,1,2,4,2017-09-21,0.7,1.1,3.0
106000227,2,1,3,2017-09-22,0.9,1.1,3.1
106000228,0,0,2,2017-09-23,0.8,1.1,3.0
106000229,1,2,2,2017-09-25,0.9,1.2,2.8
106000230,0,1,3,2017-09-26,0.8,1.1,2.8
106000231,1,2,4,2017-09-27,0.9,1.3,2.9
106000232,0,1,2,2017-09-28,0.6,1.4,2.9
106000233,2,0,4,2017-09-29,0.8,1.2,3.0
106000234,1,1,3,2017-09-30,0.9,1.1,2.9
106000235,0,0,4,2017-10-02,0.8,1.0,3.1
106000236,0,2,3,2017-10-03,0.7,1.0,3.0
106000237,1,1,2,2017-10-04,0.6,1.0,2.9
106000238,1,0,4,2017-10-05,0.7,1.0,3.1
106000239,0,0,3,2017-10-06,0.6,0.8,3.2
106000240,1,2,2,2017-10-07,0.7,0.9,3.1
106000241,1,0,3,2017-10-09,0.7,0.7,3.0
106000242,0,1,3,2017-10-10,0.7,0.7,3.1
106000243,0,1,3,2017-10-11,0.5,0.8,3.0
106000244,0,0,3,2017-10-12,0.4,0.7,3.0
106000245,0,2,2,2017-10-13,0.4,0.9,2.8
106000246,0,2,3,2017-10-14,0.4,0.9,2.8
106000247,1,2,4,2017-10-16,0.4,1.0,3.0
106000248,1,1,3,2017-10-17,0.4,1.1,2.9
106000249,3,2,2,2017-10-18,0.7,1.3,2.8
106000250,0,1,3,2017-10-19,0.6,1.2,2.9
106000251,2,2,2,2017-10-20,0.7,1.4,2.8
106000252,0,2,2,2017-10-21,0.7,1.5,2.7
106000253,0,2,2,2017-10-23,0.7,1.6,2.6
106000254,1,0,4,2017-10-24,0.8,1.6,2.7
106000255,0,0,2,2017-10-25,0.8,1.4,2.7
106000256,2,1,2,2017-10-26,1.0,1.3,2.6
106000257,0,1,3,2017-10-27,0.9,1.2,2.5
106000258,1,2,3,2017-10-28,0.9,1.3,2.5
106000259,2,1,2,2017-10-30,0.8,1.2,2.5
106000260,0,3,4,2017-10-31,0.8,1.4,2.6
106000261,1,1,2,2017-11-01,0.7,1.3,2.6
106000262,1,2,3,2017-11-02,0.8,1.3,2.7
106000263,0,1,3,2017-11-03,0.8,1.2,2.8
106000264,2,1,3,2017-11-04,0.9,1.3,2.7
106000265,1,1,4,2017-11-06,1.0,1.4,2.9
106000266,0,2,3,2017-11-07,0.8,1.5,3.0
106000267,1,1,3,2017-11-08,0.9,1.5,3.0
106000268,0,2,2,2017-11-09,0.8,1.5,2.9
106000269,0,1,3,2017-11-10,0.6,1.5,3.0
106000270,1,2,2,2017-11-11,0.7,1.4,2.8
106000271,0,2,3,2017-11-13,0.6,1.5,2.9
106000272,2,1,2,2017-11-14,0.7,1.4,2.8
106000273,1,2,2,2017-11-15,0.8,1.5,2.7
106000274,2,0,3,2017-11-16,0.8,1.4,2.7
106000275,0,0,3,2017-11-17,0.7,1.3,2.6
106000276,1,1,2,2017-11-18,0.8,1.2,2.5
106000277,1,1,3,2017-11-20,0.8,1.2,2.5
106000278,0,1,3,2017-11-21,0.8,1.1,2.6
106000279,0,1,3,2017-11-22,0.8,1.1,2.6
106000280,1,1,3,2017-11-23,0.8,1.0,2.7
106000281,2,1,2,2017-11-24,1.0,0.9,2.6
106000282,1,2,2,2017-11-25,0.9,1.0,2.6
106000283,0,2,2,2017-11-27,0.8,1.0,2.6
106000284,1,1,4,2017-11-28,0.7,1.1,2.7
106000285,1,1,2,2017-11-29,0.8,1.2,2.6
106000286,0,1,3,2017-11-30,0.7,1.2,2.7
106000287,0,2,4,2017-12-01,0.6,1.3,2.8
106000288,1,1,2,2017-12-02,0.7,1.3,2.7
106000289,1,2,3,2017-12-04,0.8,1.4,2.7
106000290,0,0,2,2017-12-05,0.7,1.3,2.6
106000291,2,3,2,2017-12-06,0.7,1.5,2.6
106000292,1,1,3,2017-12-07,0.7,1.4,2.7
106000293,1,1,3,2017-12-08,0.8,1.3,2.8
106000294,0,1,3,2017-12-09,0.7,1.3,2.7
106000295,2,3,3,2017-12-11,0.8,1.5,2.8
106000296,0,0,2,2017-12-12,0.8,1.4,2.7
106000297,1,1,2,2017-12-13,0.9,1.3,2.5
106000298,0,0,3,2017-12-14,0.8,1.2,2.6
106000299,0,2,4,2017-12-15,0.7,1.2,2.7
106000300,3,2,3,2017-12-16,1.0,1.4,2.8
106000301,0,1,3,2017-12-18,0.8,1.2,2.9
106000302,0,2,3,2017-12-19,0.7,1.3,2.9
106000303,0,2,2,2017-12-20,0.6,1.4,2.8
106000304,1,0,2,2017-12-21,0.7,1.3,2.7
106000305,0,1,2,2017-12-22,0.5,1.1,2.6
106000306,0,2,4,2017-12-23,0.5,1.3,2.8
106000307,1,0,2,2017-12-25,0.5,1.2,2.8
106000308,1,0,2,2017-12-26,0.6,1.2,2.7
106000309,1,1,4,2017-12-27,0.7,1.1,2.7
106000310,0,1,2,2017-12-28,0.4,1.0,2.6
106000311,1,1,3,2017-12-29,0.5,1.0,2.6
106000312,0,1,2,2017-12-30,0.5,0.9,2.5
107000001,1,1,4,2018-01-01,0.6,0.8,2.7
107000002,0,1,4,2018-01-02,0.5,0.9,2.9
107000003,1,3,4,2018-01-03,0.6,1.1,3.1
107000004,1,0,4,2018-01-04,0.7,0.9,3.1
107000005,0,0,3,2018-01-05,0.6,0.9,3.2
107000006,1,3,3,2018-01-06,0.6,1.2,3.3
107000007,0,1,3,2018-01-08,0.5,1.2,3.2
107000008,1,2,2,2018-01-09,0.6,1.3,3.2
107000009,0,1,4,2018-01-10,0.5,1.3,3.3
107000010,1,3,4,2018-01-11,0.6,1.5,3.5
107000011,1,2,3,2018-01-12,0.6,1.6,3.4
107000012,1,0,3,2018-01-13,0.7,1.5,3.3
107000013,2,1,3,2018-01-15,0.8,1.3,3.2
107000014,1,1,3,2018-01-16,0.8,1.4,3.1
107000015,2,1,3,2018-01-17,1.0,1.5,3.1
107000016,0,1,3,2018-01-18,0.9,1.3,3.1
107000017,0,0,3,2018-01-19,0.9,1.2,3.1
107000018,0,0,3,2018-01-20,0.8,1.0,3.2
107000019,1,0,3,2018-01-22,0.9,0.9,3.1
107000020,0,1,3,2018-01-23,0.8,0.7,3.0
107000021,0,1,4,2018-01-24,0.7,0.6,3.1
107000022,1,2,2,2018-01-25,0.7,0.8,3.0
107000023,0,0,3,2018-01-26,0.5,0.7,3.0
107000024,0,2,3,2018-01-27,0.4,0.8,3.0
107000025,0,2,3,2018-01-29,0.2,0.9,3.0
107000026,1,0,2,2018-01-30,0.3,0.8,2.9
107000027,0,0,3,2018-01-31,0.3,0.8,2.9
107000028,2,0,3,2018-02-01,0.5,0.8,2.9
107000029,2,1,3,2018-02-02,0.6,0.9,2.9
107000030,0,2,2,2018-02-03,0.6,1.0,2.8
107000031,1,2,4,2018-02-05,0.7,1.1,2.8
107000032,2,1,2,2018-02-06,0.8,1.0,2.8
107000033,0,1,2,2018-02-07,0.8,1.1,2.7
107000034,1,2,2,2018-02-08,0.9,1.1,2.6
107000035,1,1,3,2018-02-09,1.0,1.0,2.6
107000036,1,0,4,2018-02-10,1.0,1.0,2.8
107000037,1,1,2,2018-02-12,1.1,1.1,2.7
107000038,0,1,3,2018-02-13,0.9,1.2,2.7
107000039,0,0,3,2018-02-14,0.7,1.1,2.7
107000040,1,2,3,2018-02-15,0.8,1.1,2.8
107000041,2,1,3,2018-02-16,0.9,1.0,2.7
107000042,1,2,3,2018-02-17,0.8,1.1,2.8
107000043,2,1,2,2018-02-19,1.0,1.1,2.8
107000044,0,2,3,2018-02-20,0.9,1.1,2.9
107000045,0,1,3,2018-02-21,0.8,1.1,2.9
107000046,0,1,3,2018-02-22,0.7,1.2,2.8
107000047,0,4,2,2018-02-23,0.6,1.5,2.8
107000048,0,2,2,2018-02-24,0.6,1.6,2.7
107000049,0,1,3,2018-02-26,0.6,1.7,2.7
107000050,1,1,2,2018-02-27,0.6,1.6,2.6
107000051,1,1,2,2018-02-28,0.5,1.6,2.5
107000052,1,0,2,2018-03-01,0.5,1.4,2.4
107000053,0,0,2,2018-03-02,0.3,1.3,2.4
107000054,1,1,2,2018-03-03,0.4,1.2,2.3
107000055,1,2,3,2018-03-05,0.5,1.3,2.3
107000056,2,1,2,2018-03-06,0.7,1.3,2.2
107000057,1,1,2,2018-03-07,0.8,1.0,2.2
107000058,1,1,2,2018-03-08,0.9,0.9,2.2
107000059,1,1,2,2018-03-09,1.0,0.9,2.1
107000060,0,1,3,2018-03-10,0.9,0.9,2.2
107000061,0,1,3,2018-03-12,0.8,0.9,2.3
107000062,1,2,3,2018-03-13,0.8,1.1,2.4
107000063,0,0,2,2018-03-14,0.8,1.1,2.4
107000064,2,3,2,2018-03-15,0.9,1.3,2.4
107000065,1,0,2,2018-03-16,0.9,1.1,2.3
107000066,0,2,2,2018-03-17,0.7,1.2,2.3
107000067,1,2,2,2018-03-19,0.7,1.3,2.3
107000068,1,1,2,2018-03-20,0.7,1.3,2.3
107000069,1,2,2,2018-03-21,0.7,1.4,2.3
107000070,1,2,3,2018-03-22,0.8,1.5,2.3
107000071,1,0,3,2018-03-23,0.9,1.4,2.3
107000072,0,0,4,2018-03-24,0.8,1.2,2.4
107000073,2,1,2,2018-03-26,1.0,1.3,2.4
107000074,0,3,2,2018-03-27,0.8,1.3,2.4
107000075,0,2,3,2018-03-28,0.7,1.5,2.5
107000076,1,1,2,2018-03-29,0.8,1.4,2.5
107000077,0,2,2,2018-03-30,0.7,1.4,2.5
107000078,1,0,2,2018-03-31,0.7,1.3,2.5
107000079,0,2,3,2018-04-02,0.6,1.3,2.6
107000080,2,0,3,2018-04-03,0.7,1.1,2.6
107000081,0,2,3,2018-04-04,0.6,1.3,2.6
107000082,0,2,3,2018-04-05,0.6,1.5,2.5
107000083,0,2,2,2018-04-06,0.4,1.6,2.5
107000084,0,1,4,2018-04-07,0.4,1.4,2.7
107000085,0,0,4,2018-04-09,0.4,1.2,2.8
107000086,1,2,2,2018-04-10,0.4,1.3,2.8
107000087,0,3,3,2018-04-11,0.4,1.4,2.9
107000088,0,0,3,2018-04-12,0.3,1.4,3.0
107000089,0,2,2,2018-04-13,0.3,1.4,2.9
107000090,2,1,3,2018-04-14,0.3,1.5,2.9
107000091,1,2,3,2018-04-16,0.4,1.5,2.9
107000092,1,1,3,2018-04-17,0.5,1.4,2.9
107000093,1,2,3,2018-04-18,0.6,1.4,3.0
107000094,1,0,2,2018-04-19,0.7,1.3,2.8
107000095,1,0,3,2018-04-20,0.8,1.3,2.7
107000096,1,1,3,2018-04-21,0.8,1.2,2.8
107000097,1,3,2,2018-04-23,0.9,1.2,2.7
107000098,0,3,3,2018-04-24,0.9,1.5,2.7
107000099,0,2,3,2018-04-25,0.9,1.5,2.8
107000100,1,2,3,2018-04-26,0.8,1.6,2.8
107000101,0,1,3,2018-04-27,0.7,1.5,2.8
107000102,0,1,3,2018-04-28,0.6,1.5,2.8
107000103,1,1,3,2018-04-30,0.6,1.4,2.8
107000104,1,1,3,2018-05-01,0.6,1.5,2.9
107000105,2,1,3,2018-05-02,0.7,1.6,2.9
107000106,1,1,2,2018-05-03,0.7,1.6,2.8
107000107,0,1,3,2018-05-04,0.6,1.4,2.9
107000108,0,0,3,2018-05-05,0.6,1.1,2.9
107000109,0,2,2,2018-05-07,0.6,1.1,2.8
107000110,0,0,3,2018-05-08,0.5,0.9,2.8
107000111,0,0,3,2018-05-09,0.5,0.8,2.8
107000112,2,3,4,2018-05-10,0.7,1.0,2.9
107000113,1,1,2,2018-05-11,0.7,1.0,2.8
107000114,0,2,3,2018-05-12,0.6,1.1,2.8
107000115,1,3,2,2018-05-14,0.5,1.3,2.7
107000116,0,1,2,2018-05-15,0.4,1.3,2.7
107000117,0,2,3,2018-05-16,0.4,1.4,2.7
107000118,2,1,2,2018-05-17,0.6,1.5,2.6
107000119,1,2,2,2018-05-18,0.7,1.5,2.6
107000120,0,3,3,2018-05-19,0.7,1.8,2.6
107000121,0,1,3,2018-05-21,0.7,1.9,2.6
107000122,1,2,2,2018-05-22,0.6,1.8,2.4
107000123,1,1,2,2018-05-23,0.6,1.8,2.4
107000124,1,0,3,2018-05-24,0.7,1.6,2.4
107000125,1,1,3,2018-05-25,0.7,1.4,2.5
107000126,1,2,3,2018-05-26,0.8,1.5,2.6
107000127,2,0,3,2018-05-28,1.0,1.3,2.6
107000128,0,1,3,2018-05-29,0.8,1.3,2.7
107000129,1,2,2,2018-05-30,0.8,1.3,2.7
107000130,1,2,4,2018-05-31,0.9,1.2,2.8
107000131,0,2,2,2018-06-01,0.9,1.3,2.7
107000132,2,1,2,2018-06-02,1.0,1.2,2.7
107000133,0,2,2,2018-06-04,0.9,1.3,2.7
107000134,1,1,3,2018-06-05,0.9,1.4,2.7
107000135,1,1,2,2018-06-06,0.9,1.4,2.6
107000136,1,2,3,2018-06-07,0.9,1.4,2.6
107000137,1,0,3,2018-06-08,0.8,1.4,2.6
107000138,0,1,2,2018-06-09,0.8,1.4,2.5
107000139,0,0,2,2018-06-11,0.7,1.2,2.5
107000140,1,2,3,2018-06-12,0.7,1.2,2.4
107000141,0,2,3,2018-06-13,0.7,1.2,2.5
107000142,0,2,2,2018-06-14,0.5,1.3,2.5
107000143,1,1,2,2018-06-15,0.6,1.2,2.5
107000144,0,1,3,2018-06-16,0.5,1.2,2.5
107000145,0,1,2,2018-06-18,0.4,1.2,2.5
107000146,1,0,3,2018-06-19,0.4,1.0,2.5
107000147,1,1,3,2018-06-20,0.4,1.1,2.5
107000148,0,0,2,2018-06-21,0.4,1.0,2.5
107000149,1,2,3,2018-06-22,0.5,1.2,2.6
107000150,1,1,2,2018-06-23,0.5,1.1,2.5
107000151,2,2,3,2018-06-25,0.7,1.1,2.5
107000152,1,0,2,2018-06-26,0.8,0.9,2.5
107000153,0,0,3,2018-06-27,0.7,0.8,2.6
107000154,2,1,3,2018-06-28,0.9,0.8,2.6
107000155,1,2,2,2018-06-29,1.0,0.9,2.6
107000156,1,1,4,2018-06-30,1.0,1.0,2.7
107000157,0,2,3,2018-07-02,0.9,1.1,2.7
107000158,1,1,3,2018-07-03,1.0,1.2,2.8
107000159,1,2,4,2018-07-04,1.0,1.2,2.9
107000160,0,2,2,2018-07-05,0.9,1.3,2.9
107000161,0,2,4,2018-07-06,0.7,1.3,3.0
107000162,0,1,3,2018-07-07,0.6,1.4,3.1
107000163,0,0,5,2018-07-09,0.6,1.4,3.3
107000164,0,0,4,2018-07-10,0.4,1.3,3.4
107000165,3,1,3,2018-07-11,0.6,1.2,3.5
107000166,1,0,3,2018-07-12,0.6,1.1,3.4
107000167,1,0,3,2018-07-13,0.7,0.9,3.4
107000168,0,3,3,2018-07-14,0.6,1.1,3.4
107000169,0,2,3,2018-07-16,0.5,1.1,3.3
107000170,1,1,3,2018-07-17,0.6,1.0,3.4
107000171,0,2,3,2018-07-18,0.6,1.0,3.3
107000172,1,1,3,2018-07-19,0.7,1.0,3.3
107000173,1,1,3,2018-07-20,0.8,1.1,3.1
107000174,1,0,3,2018-07-21,0.9,1.1,3.0
107000175,2,3,2,2018-07-23,0.8,1.3,2.9
107000176,0,2,2,2018-07-24,0.7,1.5,2.8
107000177,0,1,3,2018-07-25,0.6,1.6,2.8
107000178,0,0,2,2018-07-26,0.6,1.3,2.7
107000179,0,2,2,2018-07-27,0.6,1.3,2.6
107000180,0,0,2,2018-07-28,0.5,1.2,2.5
107000181,1,1,2,2018-07-30,0.6,1.1,2.4
107000182,1,1,2,2018-07-31,0.6,1.1,2.3
107000183,2,1,3,2018-08-01,0.7,1.1,2.3
107000184,3,1,3,2018-08-02,0.9,1.2,2.3
107000185,1,1,3,2018-08-03,0.8,1.0,2.4
107000186,0,1,4,2018-08-04,0.8,0.9,2.6
107000187,0,2,2,2018-08-06,0.8,1.0,2.5
107000188,0,1,2,2018-08-07,0.8,1.1,2.5
107000189,2,1,2,2018-08-08,1.0,1.0,2.5
107000190,2,1,3,2018-08-09,1.2,1.1,2.6
107000191,0,1,3,2018-08-10,1.1,1.1,2.7
107000192,0,0,3,2018-08-11,1.0,1.0,2.8
107000193,0,2,2,2018-08-13,0.8,1.1,2.7
107000194,0,2,3,2018-08-14,0.5,1.2,2.7
107000195,1,2,3,2018-08-15,0.5,1.3,2.7
107000196,0,1,3,2018-08-16,0.5,1.3,2.6
107000197,2,3,3,2018-08-17,0.7,1.4,2.7
107000198,1,3,5,2018-08-18,0.8,1.6,3.0
