strategy_id,lineage_id,game,bet_count,current_status,executable_status,implementation_kind,source_paths,git_first_seen_commit,git_last_seen_commit,current_exists,callable_entrypoint,parameter_source,implementation_signature_hash,notes,skip_reason,db_sources,evidence_level
cond_entropy_w100_short,cond_entropy_w100_short__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,json,ai_lab/automl_biglotto/quick_150_report.json,UNKNOWN,UNKNOWN,True,,,311b30d76ac7d22e4a949d3bc6f7b4a8b002e651b61fb875383a1cbd9cb30984,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cond_entropy_w200,cond_entropy_w200__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,json,ai_lab/automl_biglotto/full_150_results.json,UNKNOWN,UNKNOWN,True,,,ae8afb04dccd68f247f2d8d497c22de17654efebef3899035043e43351cc35f7,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cond_entropy_w50,cond_entropy_w50__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,json,ai_lab/automl_biglotto/full_150_results.json,UNKNOWN,UNKNOWN,True,,,4ba97a7e7bd64cd8086533fd906b3260a198e982cf26dc3f4c3d70d6a81cc4f5,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cond_prob_lag1,cond_prob_lag1__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,ai_lab/automl_biglotto/SYSTEM_GUIDE.md;ai_lab/automl_biglotto/config.py;ai_lab/automl_biglotto/integration_test_report.json;ai_lab/automl_biglotto/report_output.json,UNKNOWN,UNKNOWN,True,,,2dc68b6892427ae0388bbeb020c22e2460fe3525ddcdb7909878f1ddaeecbd6c,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cond_prob_lag2,cond_prob_lag2__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,ai_lab/automl_biglotto/SYSTEM_GUIDE.md;ai_lab/automl_biglotto/config.py;ai_lab/automl_biglotto/integration_test_report.json;ai_lab/automl_biglotto/report_output.json,UNKNOWN,UNKNOWN,True,,,4b2ca6f2a9221f127383997258f701a91f5823f3b86275164e0cc12d18080874,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
condentropy_predict,condentropy_predict__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/research_39lotto_step4_8.py,UNKNOWN,UNKNOWN,True,,,0907f7acb4c6e5a7bc9681b0e37e11792112c01ca3e43ca9cc279f8b1c484244,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
conditional_entropy,conditional_entropy__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/advanced_strategies.py,UNKNOWN,UNKNOWN,True,,,16cf96d5f9509f27963f53ecfec36d381f9efb15155fd32770a489422da0aeab,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
conditional_entropy_predict,conditional_entropy_predict__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,ai_lab/automl_biglotto/SYSTEM_GUIDE.md;ai_lab/automl_biglotto/strategies_phase1.py,UNKNOWN,UNKNOWN,True,,,49bcfca4cd374a8596cb73ab49e2957b06f670d0a6c5e2a9312d6b72e6298801,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
conditional_entropy_selector,conditional_entropy_selector__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/auto_discovery_biglotto.py,UNKNOWN,UNKNOWN,True,,,fe880e1131e83e5d16944797f649f5eb88bdb097fd4751da10785e25893fb6f5,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
constraint_sat+fourier_rhythm,constraint_sat+fourier_rhythm__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,json,ai_lab/automl_biglotto/quick_150_report.json,UNKNOWN,UNKNOWN,True,,,877ec31a12c825f913e6bb5482bf3fac1e7118dd5fb0a863741092c74f42a150,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cooc_triplet_w,cooc_triplet_w__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,ai_lab/automl_biglotto/strategies_phase1.py,UNKNOWN,UNKNOWN,True,,,6f3383a57a8dc9296a633f7cfc76f1f95ca935e1f7bbbf6a45cc74619fc2c767,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cooc_triplet_w100,cooc_triplet_w100__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,json,ai_lab/automl_biglotto/full_150_results.json,UNKNOWN,UNKNOWN,True,,,6622b943b555cbf056aaebb95f617f85623ead9fdaa31875ff53ddb9711b10ab,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cooc_triplet_w50,cooc_triplet_w50__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,json,ai_lab/automl_biglotto/SYSTEM_GUIDE.md;ai_lab/automl_biglotto/full_150_results.json,UNKNOWN,UNKNOWN,True,,,ec951b1be684943a9391650df5742eef18e0b250a62f8d4f1585fdc42dbd4994,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cooccurrence_graph_2bet,cooccurrence_graph_2bet__current,UNKNOWN,2,UNKNOWN,DOC_ONLY,doc_only,docs/replay/p63_powerlotto_wave6_candidate_planning_20260525.md;outputs/replay/p63_powerlotto_wave6_candidate_planning_20260525.json,UNKNOWN,UNKNOWN,False,,,e9c64b80529509054262f0ab07b0d8e22e5c4fb2e2e48a30792494d904757fb5,,DOC_ONLY: mentioned only in docs/evidence/report artifacts.,[],[Inferred]
cooccurrence_triplet,cooccurrence_triplet__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/auto_discovery_biglotto.py,UNKNOWN,UNKNOWN,True,,,d4a5868c65d831e82e78ce3ebcbd303cda684e367c0420d2658b02fa03854a9b,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cooccurrence_triplet_predict,cooccurrence_triplet_predict__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,ai_lab/automl_biglotto/SYSTEM_GUIDE.md;ai_lab/automl_biglotto/strategies_phase1.py,UNKNOWN,UNKNOWN,True,,,04f131828983ac6d85d1f71f0a3b45c2db2f68c9bd4e654ea794928433e85cf9,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
corr_lag,corr_lag__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/analyze_pool_correlation.py,UNKNOWN,UNKNOWN,True,,,3da3b81310ae99c3c61cb09d53c614e6a5573f3ef655f3251b1d5644c6f44180,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
count_cold_numbers_in_draw,count_cold_numbers_in_draw__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/p2_cold_classifier.py,UNKNOWN,UNKNOWN,True,,,aa086d2eb798685f544321c24374fbc3bf519458e2863abbf86e866a009ec5e2,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
count_m3plus,count_m3plus__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/backtest_biglotto_hot_stop_rebound.py,UNKNOWN,UNKNOWN,True,,,df5f4fa49085d77cf432c28f8331aa88b993055ac97930704379818d28b4c19a,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
count_m3plus_any,count_m3plus_any__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/backtest_biglotto_coldpool_15.py,UNKNOWN,UNKNOWN,True,,,9d7d296a4c125319fbe5b25f11afd0cd9f07e9c3b1cfac65fc4008e82beaef35,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
coverage_entropy,coverage_entropy__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/anti_consensus_sampler.py,UNKNOWN,UNKNOWN,True,,,6f100647f5e7afd450723bc7f7f37ae522353f3f2ba9c2d7413f0e6de6092967,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cross_entropy,cross_entropy__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,ai_lab/lotto_gpt.py,UNKNOWN,UNKNOWN,True,,,221897e3860e6a3045c9003e64420978bb0ba165807ab71dbbac21858d6eaaf7,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cur_regime,cur_regime__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,ai_lab/automl_biglotto/phase3_deep_search.py,UNKNOWN,UNKNOWN,True,,,b4cb6927d7bbe37aedb1156435156867ddc31231d456b66ec63e66854795741b,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
d007be39-f412-4b3a-8129-39ff9facb67c,d007be39-f412-4b3a-8129-39ff9facb67c__current,UNKNOWN,UNKNOWN,UNKNOWN,DOC_ONLY,doc_only,outputs/replay/p7_controlled_apply_dry_run_20260520.json,UNKNOWN,UNKNOWN,False,,,59c9579c403edbb9c7986a8eac5a9277a96f032e00c1a6b4127d7b6486c0b525,,DOC_ONLY: mentioned only in docs/evidence/report artifacts.,[],[Inferred]
d5-compare-snapshot,d5-compare-snapshot__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tests/test_p300a_d5_artifact_backed_ui.py,UNKNOWN,UNKNOWN,True,,,68941c03257c8aca312aaf826fdd8eb36bb417d585779a0d02a96ee3807f9fc4,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
d5-compare-snapshot-output,d5-compare-snapshot-output__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tests/test_p300a_d5_artifact_backed_ui.py,UNKNOWN,UNKNOWN,True,,,e7ff70ab43b5fb4d8bcd54d4e74aeefdb0db980b1be5c8cdf85435c98e88d286,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
data_constraint_flag,data_constraint_flag__current,UNKNOWN,UNKNOWN,UNKNOWN,DOC_ONLY,doc_only,outputs/research/p258c_d3_adversarial_null_gate_preregistration_20260608.json,UNKNOWN,UNKNOWN,False,,,e6fa39faa6abc508799e03ef9dcdf8dfdb228275f1628d821d772e9a38146d13,,DOC_ONLY: mentioned only in docs/evidence/report artifacts.,[],[Inferred]
data_quality_flags,data_quality_flags__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,analysis/p257a_best_nbet_strategy_overview_historical_replay.py;analysis/p267c_m3plus_strategy_revalidation.py;outputs/research/p257a_best_nbet_strategy_overview_historical_replay_20260608.json;outputs/research/p267c_m3plus_strategy_revalidation_20260610.json,UNKNOWN,UNKNOWN,True,,,8e3d3d6d45609919a886915379a654893c54aa3624d73e6f26925c2de0afd088,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
data_snapshot,data_snapshot__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/research/p237c_nist_randomness_audit_tripwire_design_20260604.md;outputs/research/p238a_nist_randomness_audit_artifact_only_build_plan_20260604.md;outputs/research/p238b_nist_randomness_audit_artifact_20260604.json;scripts/p238b_nist_randomness_audit_artifact_build.py;tests/test_p238b_nist_randomness_audit_artifact_build.py,UNKNOWN,UNKNOWN,True,,,3fb42e422d01c5a07bd35363050b11c17e824133d05897af52cf8f835ebc2311,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
db_snapshot,db_snapshot__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,analysis/p276b_fixed_n_coverage_complementarity.py;analysis/power_lotto/p161_effectiveness_baseline.py;outputs/replay/p104_post_ingestion_db_audit_source_trace_20260527.json;outputs/replay/p124_multi_bet_truth_and_coverage_matrix_20260528.json;outputs/replay/p125_adapter_gap_plan_from_p124_20260528.json;outputs/research/p276b_fixed_n_coverage_complementarity_20260617.json;outputs/research/power_lotto/p161_effectiveness_baseline_20260531.json;scripts/p124_multi_bet_truth_and_coverage_matrix.py;scripts/p125_adapter_gap_plan_from_p124.py;tests/test_p104_post_ingestion_db_audit_source_trace.py;tests/test_p124_multi_bet_truth_and_coverage_matrix.py;tests/test_p125_adapter_gap_plan_from_p124.py;tests/test_p161_power_lotto_effectiveness_baseline.py;tests/test_p276b_fixed_n_coverage_complementarity.py,UNKNOWN,UNKNOWN,True,,,a9ada2d03559373bf951e9488c9491f492a55da0067d431ccd328566e29bb9dd,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
db_snapshot_after,db_snapshot_after__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p128_native_multi_bet_storage_design_20260528.json;scripts/p128_native_multi_bet_storage_design.py;tests/test_p128_native_multi_bet_storage_design.py,UNKNOWN,UNKNOWN,True,,,1e03eebe1ee11904758ba536870374aa04c17d0c873e2b2fe3a66b45e599c5b6,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
db_snapshot_before,db_snapshot_before__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p126_controlled_apply_plan_tier_b_multi_bet_20260528.json;outputs/replay/p128_native_multi_bet_storage_design_20260528.json;scripts/p126_controlled_apply_plan_tier_b_multi_bet.py;scripts/p128_native_multi_bet_storage_design.py;tests/test_p126_controlled_apply_plan_tier_b_multi_bet.py;tests/test_p128_native_multi_bet_storage_design.py,UNKNOWN,UNKNOWN,True,,,ac1da96b90845f06ac070d2cf3f0681ef72ed8bd1f71950347a656ea43d9d54f,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
db_snapshot_source,db_snapshot_source__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,scripts/p3ba_resolve_stale_prediction_items_dryrun.py,UNKNOWN,UNKNOWN,True,,,c400923d5bb1f1f738ea3fbd0842045fee783ad71b854b44356adacc82f5342f,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
db_snapshots,db_snapshots__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/REPLAY_OPERATION_SOP.md;outputs/replay/p0_replay_commit_scope_manifest_20260508.md;outputs/replay/p0_replay_release_handoff_20260508.md;outputs/replay/p1_pr_merge_readiness_final_20260508.md;scripts/snapshot_replay_db.py,UNKNOWN,UNKNOWN,True,,,b480678647c1f60ee8a1f1b95710566cc03706fa96168d177d11913e7839a497,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
defensive_ev_2bet,defensive_ev_2bet__current,UNKNOWN,2,UNKNOWN,UNKNOWN,python,tools/audit_scientific_integrity.py,UNKNOWN,UNKNOWN,True,,,c5073b11cbccaf71c0d2103ac892283977fb7ecac89b3e33b3b93c297bf49882,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
defensive_ev_7bet,defensive_ev_7bet__current,UNKNOWN,7,UNKNOWN,UNKNOWN,python,tools/audit_scientific_integrity.py,UNKNOWN,UNKNOWN,True,,,1ee6ae977417e3f37ce43323551873affefe708e696ad3c5546319d54c1ea819,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
delta_entropy,delta_entropy__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/advanced_bayesian_analyzer.py,UNKNOWN,UNKNOWN,True,,,071d0875271fafd2b4e82baf70bcc91795753e69fb06f01b459979387e4e8b14,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
design-snapshot,design-snapshot__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,analysis/p268d1_draw_order_full_history_artifact_backfill.py;outputs/research/p268d1_draw_order_full_history_artifact_backfill_20260610.md;outputs/research/p268d1_draw_order_full_history_artifact_backfill_20260610.summary.json;outputs/research/p268d1_draw_order_registry_freeze_20260610.json,UNKNOWN,UNKNOWN,True,,,94518120436a7c17924a8c97dfe69f972bf0de4f7ec085e3a3958393e3aba2be,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
detailed_backtest_deviation_markov,detailed_backtest_deviation_markov__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/backtest_biglotto_deviation_markov.py,UNKNOWN,UNKNOWN,True,,,f65128523869c9394d7fe536bcff935bb47bb31869f63b02261638a55f2b223e,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
detect_fourier_periods,detect_fourier_periods__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/exhaustive_feature_sweep_v2.py,UNKNOWN,UNKNOWN,True,,,c1f3734c0d759b0606c86fd371e456c799d599062e4ab5e4969e6a923b8ee8e6,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
detect_regime,detect_regime__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/replay/p13_registry_online_proposal_report_20260515.md;docs/replay/p14_ts3_regime_adapter_binding_report_20260515.md;lottery_api/analyze_biglotto_115000016.py;lottery_api/models/multi_bet_optimizer.py;lottery_api/models/regime_detector.py;lottery_api/models/replay_strategy_registry.py;lottery_api/models/sgp_strategy.py;lottery_api/models/unified_predictor.py;outputs/replay/p14_ts3_regime_adapter_binding_20260515.json;outputs/replay/p91_all_strategy_replay_expansion_inventory_20260526.json;tools/backtest_biglotto_enhancements.py;tools/backtest_power_regime_adaptive_5bet.py;tools/backtest_power_structural_5bet.py;tools/biglotto_diversified_ensemble.py;tools/biglotto_diversified_ensemble_v6.py;tools/biglotto_diversified_ensemble_v6_backup.py;tools/check_power_regime.py;tools/comprehensive_backtest_1000.py;tools/predict_power_regime_adaptive_5bet.py;tools/predict_power_ultimate_5bet.py;tools/train_meta_stacker.py;tools/train_stacker_v2.py,UNKNOWN,UNKNOWN,True,,,d6b14474d7e7dbe639e71b0f677f4b4f1c8034c2fb29d3f0a1cafb56b6786633,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
detect_regime_change,detect_regime_change__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,scripts/p106_special3_prospective_evaluation_rerun.py,UNKNOWN,UNKNOWN,True,,,4e8048e1d464c2854b8085965c76585d1c9eb5f2dd0223642ad74aba46fca6f7,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
detect_regimes,detect_regimes__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/regime_detector_poc.py,UNKNOWN,UNKNOWN,True,,,8d81fdc04599e184bb9d5f5d45a5e8291b3ca44c71de3029d5d10c17244f504a,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
detect_state_regime,detect_state_regime__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/advanced_bayesian_analyzer.py,UNKNOWN,UNKNOWN,True,,,a8619f514c042411a7c214e39f4845c75e07f3f12ef88c00aaa67681ccab5df2,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
devecho_predict,devecho_predict__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/research_39lotto_step4_8.py,UNKNOWN,UNKNOWN,True,,,1ed08f1509c17176cad59436a1a00a36d1a8e8e0324b01a1ddcaf3d9b6ea74fd,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_100,deviation_100__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,json,lottery_api/data/backtest_results/BIG_LOTTO_deviation_100_2025.json,UNKNOWN,UNKNOWN,True,,,a3f997ea3d526bc42a102ca5f0c649cc922f9a4e24892a77cdf3fbd73332207b,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_200,deviation_200__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/tools/power_lotto_20percent_optimizer.py,UNKNOWN,UNKNOWN,True,,,621021f6a59956f657ee957f42f106635b4e6b46910c7e23391fc724b1aeaa1d,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_2bet,deviation_2bet__current,UNKNOWN,2,UNKNOWN,UNKNOWN,python,lottery_api/engine/rolling_strategy_monitor.py;tools/rsm_bootstrap.py,UNKNOWN,UNKNOWN,True,,,bccecd31a7379cf4eaa7229d310c18b6fbd6aff3cfb94c8e15c4dc26475fd514,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_50,deviation_50__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,ai_lab/automl_biglotto/predictability_detector.py;lottery_api/data/backtest_results/BIG_LOTTO_deviation_50_2025.json,UNKNOWN,UNKNOWN,True,,,d53e64441f038b58643d6ca950422231bf15541e4fa26b151c4dbcc85e21ae97,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_complement_2bet,deviation_complement_2bet__current,UNKNOWN,2,UNKNOWN,UNKNOWN,mixed,data/rolling_monitor_BIG_LOTTO.json;docs/replay/p91_all_strategy_replay_expansion_inventory_20260526.md;docs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.md;lottery_api/engine/rolling_strategy_monitor.py;lottery_api/models/replay_strategy_registry.py;outputs/replay/p91_all_strategy_replay_expansion_inventory_20260526.json;outputs/replay/p92_tier_b_adapter_audit_dry_run_plan_20260526.json;outputs/research/p280ag_big649_no_db_strategy_output_adapter_20260619.json;outputs/research/p280ag_big649_no_db_strategy_output_adapter_20260619.md;outputs/research/p280aq_big649_private_strategy_pack_duplicate_remediation_20260619.json;outputs/research/p280aq_big649_private_strategy_pack_duplicate_remediation_20260619.md;outputs/research/p280d_big649_future_only_freeze_protocol_20260618.json;outputs/research/p280d_big649_future_only_freeze_protocol_20260618.md;scripts/p124_multi_bet_truth_and_coverage_matrix.py;scripts/p94a_biglotto_all_strategy_betcount_benchmark.py;tests/test_p92_tier_b_adapter_audit_dry_run_plan.py;tools/backtest_biglotto_comprehensive.py;tools/big649_no_db_strategy_output_adapter.py;tools/predict_biglotto_deviation_2bet.py;tools/predict_biglotto_echo_2bet.py;tools/rsm_bootstrap.py,UNKNOWN,UNKNOWN,True,,,47ac37ca47c371854f2d6b665969cf3b9b70eca8dd2d3768fe137250398099fa,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_complement_2bet_original,deviation_complement_2bet_original__current,UNKNOWN,2,UNKNOWN,UNKNOWN,python,tools/backtest_p0p1_power.py;tools/backtest_p0p1_upgrade.py,UNKNOWN,UNKNOWN,True,,,469fcb440fe815e1922f86fd875d7da48d313bff4cf6fa7946ce636c6cf32f0d,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_complement_2bet_p0,deviation_complement_2bet_p0__current,UNKNOWN,2,UNKNOWN,UNKNOWN,python,tools/backtest_p0p1_power.py;tools/backtest_p0p1_upgrade.py,UNKNOWN,UNKNOWN,True,,,9fe2da4f60c40dee2115e1a99d0568317edfdf2e2d20613222abda0281a4e174,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_complement_p0_2bet,deviation_complement_p0_2bet__current,UNKNOWN,2,UNKNOWN,UNKNOWN,python,tools/backtest_power_5bet_stack.py,UNKNOWN,UNKNOWN,True,,,98d4cdbdd836527adf03be17422c2672150b5607962757e9dfdf2a5282ebe8ce,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_complement_predict,deviation_complement_predict__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,ai_lab/automl_biglotto/SYSTEM_GUIDE.md;ai_lab/automl_biglotto/strategies_phase1.py,UNKNOWN,UNKNOWN,True,,,260adfd5532074ecb7e91b15f3d9e189fd917d7d2d9ddb1cf96a6c68b059b5b5,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_extreme_results,deviation_extreme_results__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/optimize_deviation_extreme.py;tools/research_deviation_extreme.py,UNKNOWN,UNKNOWN,True,,,0301d9046b2daa085044c2cf60a3c12465448c01e9dddbaa1c9841373bc95a2c,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_hits,deviation_hits__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/research_deviation_extreme.py,UNKNOWN,UNKNOWN,True,,,13a50c262c761bd3e0eaee72d0c4ec9aadb89533b1f71f125a2398c44dacb900,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_page,deviation_page__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tests/test_p17_biglotto_replay_timestamp_api.py,UNKNOWN,UNKNOWN,True,,,d2bb22140b62f677e34f1a9fd7d62bbd470dc385e91268f0e4953280c8a27012,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_pred,deviation_pred__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,json,tools/deviation_extreme_results.json,UNKNOWN,UNKNOWN,True,,,567185e46dfc2cdf4759ee785a09466f92df3f33c4c60204275ce0aaca0ab7fa,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_predict,deviation_predict__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/analyze_biglotto_115000012.py;lottery_api/analyze_biglotto_115000016.py;lottery_api/analyze_target_match.py;lottery_api/backtest_framework.py;lottery_api/benchmark_all_lotteries.py;lottery_api/benchmark_power_lotto.py;lottery_api/benchmark_prediction_window.py;lottery_api/benchmark_prediction_window_539.py;lottery_api/evaluate_custom_bets.py;lottery_api/fix_special_number.py;lottery_api/generate_best_6_bets.py;lottery_api/match_lotto_target.py;lottery_api/models/anomaly_regression.py;lottery_api/models/biglotto_2bet_final.py;lottery_api/models/biglotto_2bet_optimizer.py;lottery_api/models/biglotto_2bet_optimizer_v2.py;lottery_api/models/biglotto_3bet_optimizer.py;lottery_api/models/biglotto_tme_optimizer.py;lottery_api/models/dynamic_ensemble_predictor.py;lottery_api/models/feature_importance.py;lottery_api/models/hpsb_optimizer.py;lottery_api/models/hyperparameter_optimizer.py;lottery_api/models/multi_bet_optimizer.py;lottery_api/models/regime_detector.py;lottery_api/models/unified_predictor.py;lottery_api/predict_114000114_upgraded.py;lottery_api/predict_match_method.py;lottery_api/predictors.py;lottery_api/recommend_single_bet.py;lottery_api/rolling_backtest_2025.py;lottery_api/rolling_backtest_8_bets_2025.py;lottery_api/rolling_backtest_all_models.py;lottery_api/simulate_efficiency_curve.py;lottery_api/single_bet_backtest_2025.py;lottery_api/tools/add_data_range_logging.py;lottery_api/tools/power_lotto_20percent_optimizer.py;lottery_api/verify_multi_pool.py;tools/analyze_115000003.py;tools/analyze_banker_accuracy.py;tools/analyze_jackpot_history.py,UNKNOWN,UNKNOWN,True,,,b2d00a040e45d5134791761ab560dcedaf84cf9fdb34d6d6787f52305d7d5ba2,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
deviation_score,deviation_score__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/analyze_draw_115000021.py;tools/analyze_draw_115000023.py;tools/edge_splicer.py;tools/edge_splicer_v2.py;tools/evaluate_combinations.py;tools/evaluate_concentrator.py;tools/evolving_strategy_engine/strategy_base.py;tools/evolving_strategy_engine/strategy_generator.py;tools/generate_2_3_bets.py;tools/optimize_5bet_weights.py;tools/standard_ts3_5bet.py,UNKNOWN,UNKNOWN,True,,,e8b62df98e627b8ae66f50535d9dae7532e202f5ba3a0cf6e3defaf197e8a822,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
